filename,time,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,label
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",17.0,119.0,0.0,0.0,110.0,0.0,116.0,0.0,0.0,0.0,0.0,107.0,0.0,52
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,27
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",23.0,0.0,108.0,100.0,0.0,0.0,98.0,0.0,0.0,107.0,0.0,114.0,0.0,52
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,50
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",57.0,0.0,109.0,103.0,0.0,0.0,106.0,0.0,108.0,0.0,0.0,106.0,0.0,11
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",60.0,0.0,0.0,101.0,0.0,0.0,174.0,0.0,106.0,0.0,0.0,95.0,0.0,11
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",65.0,0.0,0.0,76.0,0.0,0.0,89.0,0.0,0.0,75.0,0.0,53.0,0.0,50
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",105.0,0.0,0.0,99.0,0.0,0.0,84.0,0.0,104.0,0.0,0.0,88.0,0.0,11
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",212.0,0.0,0.0,0.0,0.0,0.0,114.0,113.0,0.0,0.0,0.0,0.0,0.0,11
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",223.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,25
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",257.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,230.0,0.0,0.0,113.0,0.0,27
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",260.0,0.0,345.0,0.0,0.0,96.0,101.0,0.0,0.0,0.0,0.0,97.0,0.0,50
"Henry_Butler/Baby,_Let_Me_Hold_Your_Hand.mid",262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
Henry_Butler/Basin_Street_Blues.mid,15.0,0.0,0.0,165.0,0.0,0.0,46.0,0.0,0.0,65.0,0.0,295.0,0.0,50
Henry_Butler/Basin_Street_Blues.mid,18.0,144.0,89.0,0.0,0.0,98.0,0.0,0.0,81.0,0.0,0.0,94.0,0.0,15
Henry_Butler/Basin_Street_Blues.mid,37.0,272.0,0.0,0.0,0.0,189.0,0.0,0.0,64.0,0.0,0.0,72.0,0.0,15
Henry_Butler/Basin_Street_Blues.mid,38.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Henry_Butler/Basin_Street_Blues.mid,48.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,239.0,0.0,0.0,0.0,145.0,12
Henry_Butler/Basin_Street_Blues.mid,107.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,214.0,0.0,0.0,0.0,89.0,33
Henry_Butler/Basin_Street_Blues.mid,157.0,119.0,114.0,67.0,193.0,0.0,114.0,0.0,94.0,0.0,0.0,90.0,0.0,50
Henry_Butler/Basin_Street_Blues.mid,195.0,0.0,0.0,0.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0,231.0,0.0,2
Henry_Butler/Basin_Street_Blues.mid,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
Henry_Butler/San_Francisco_Blues.mid,5.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,91.0,40
Henry_Butler/San_Francisco_Blues.mid,10.0,61.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,40
Henry_Butler/San_Francisco_Blues.mid,23.0,0.0,0.0,0.0,0.0,0.0,88.0,117.0,0.0,115.0,0.0,0.0,0.0,7
Henry_Butler/San_Francisco_Blues.mid,45.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,100.0,40
Henry_Butler/San_Francisco_Blues.mid,50.0,0.0,0.0,0.0,103.0,0.0,0.0,105.0,0.0,206.0,0.0,0.0,0.0,40
Henry_Butler/San_Francisco_Blues.mid,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Henry_Butler/San_Francisco_Blues.mid,74.0,67.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Henry_Butler/San_Francisco_Blues.mid,85.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,94.0,40
Henry_Butler/San_Francisco_Blues.mid,90.0,0.0,0.0,0.0,96.0,0.0,0.0,108.0,0.0,203.0,0.0,0.0,0.0,40
Henry_Butler/San_Francisco_Blues.mid,95.0,0.0,0.0,0.0,95.0,0.0,0.0,90.0,0.0,0.0,84.0,0.0,0.0,2
Henry_Butler/San_Francisco_Blues.mid,105.0,110.0,0.0,0.0,83.0,0.0,0.0,79.0,112.0,0.0,88.0,0.0,0.0,2
Henry_Butler/San_Francisco_Blues.mid,115.0,0.0,0.0,0.0,90.0,101.0,0.0,84.0,0.0,0.0,101.0,0.0,0.0,2
Henry_Butler/San_Francisco_Blues.mid,130.0,94.0,0.0,0.0,101.0,0.0,0.0,115.0,0.0,102.0,0.0,0.0,0.0,40
Henry_Butler/San_Francisco_Blues.mid,143.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,7
Henry_Butler/San_Francisco_Blues.mid,165.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,103.0,40
Henry_Butler/San_Francisco_Blues.mid,205.0,118.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,357.0,0.0,0.0,0.0,40
Henry_Butler/San_Francisco_Blues.mid,215.0,0.0,0.0,0.0,95.0,0.0,0.0,88.0,0.0,0.0,94.0,0.0,0.0,2
Henry_Butler/San_Francisco_Blues.mid,217.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,2
Henry_Butler/San_Francisco_Blues.mid,285.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,73.0,40
Henry_Butler/San_Francisco_Blues.mid,290.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
Henry_Butler/San_Francisco_Blues.mid,295.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,51.0,40
Henry_Butler/San_Francisco_Blues.mid,300.0,2.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,103.0,0.0,0.0,0.0,26
Henry_Butler/San_Francisco_Blues.mid,305.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,100.0,40
Henry_Butler/San_Francisco_Blues.mid,315.0,0.0,0.0,0.0,95.0,0.0,0.0,120.0,0.0,208.0,0.0,0.0,0.0,40
Henry_Butler/Dr._Diddley.mid,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
Henry_Butler/Dr._Diddley.mid,300.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,107.0,0.0,21
Henry_Butler/Dr._James.mid,82.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,57
Henry_Butler/Dr._James.mid,121.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,95.0,57
Henry_Butler/Dr._James.mid,166.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Henry_Butler/Dr._James.mid,188.0,0.0,0.0,0.0,76.0,0.0,0.0,67.0,0.0,223.0,83.0,0.0,70.0,57
Henry_Butler/Down_by_the_Riverside.mid,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,100.0,0.0,50
Henry_Butler/Down_by_the_Riverside.mid,83.0,0.0,0.0,252.0,0.0,0.0,165.0,0.0,113.0,0.0,0.0,90.0,0.0,50
Henry_Butler/Down_by_the_Riverside.mid,104.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,50
Henry_Butler/Down_by_the_Riverside.mid,143.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,119.0,0.0,291.0,0.0,27
Henry_Butler/Down_by_the_Riverside.mid,147.0,0.0,0.0,98.0,0.0,0.0,204.0,0.0,209.0,0.0,0.0,0.0,0.0,50
Henry_Butler/Down_by_the_Riverside.mid,158.0,0.0,0.0,0.0,0.0,0.0,229.0,0.0,0.0,0.0,0.0,342.0,0.0,50
Henry_Butler/Down_by_the_Riverside.mid,170.0,0.0,194.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,15
Henry_Butler/Down_by_the_Riverside.mid,177.0,0.0,216.0,0.0,0.0,105.0,237.0,0.0,93.0,0.0,0.0,98.0,0.0,50
Henry_Butler/Down_by_the_Riverside.mid,184.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
Henry_Butler/Butlers_Boogie.mid,6.0,0.0,0.0,106.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,105.0,0.0,50
Henry_Butler/Butlers_Boogie.mid,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
Henry_Butler/Blues_After_Midnight.mid,36.0,0.0,199.0,0.0,0.0,105.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,45
Henry_Butler/Blues_After_Midnight.mid,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
Henry_Butler/Blues_After_Midnight.mid,45.0,84.0,0.0,0.0,0.0,150.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,58
Henry_Butler/Blues_After_Midnight.mid,144.0,62.0,0.0,0.0,0.0,73.0,0.0,0.0,64.0,0.0,79.0,0.0,0.0,0
Henry_Butler/Blues_After_Midnight.mid,176.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,58
Henry_Butler/Blues_After_Midnight.mid,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,50
Henry_Butler/Blues_After_Midnight.mid,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Henry_Butler/Orleans_Inspiration.mid,24.0,0.0,0.0,98.0,0.0,0.0,200.0,0.0,0.0,175.0,0.0,178.0,0.0,52
Henry_Butler/Orleans_Inspiration.mid,187.0,0.0,0.0,0.0,78.0,0.0,55.0,0.0,46.0,0.0,0.0,0.0,0.0,50
Henry_Butler/Orleans_Inspiration.mid,302.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,239.0,0.0,0.0,0.0,30
Little_Tony/Cuore_matto.mid,30.0,0.0,0.0,235.0,0.0,0.0,50.0,0.0,0.0,0.0,54.0,0.0,0.0,11
Little_Tony/Cuore_matto.mid,31.0,0.0,0.0,157.0,0.0,0.0,153.0,0.0,0.0,0.0,225.0,0.0,0.0,11
Little_Tony/Cuore_matto.mid,32.0,0.0,0.0,58.0,0.0,0.0,50.0,0.0,0.0,0.0,225.0,0.0,0.0,11
